location,areaName,communityName,roomType,houseTotalMoney,houseType,houseFloor,houseBuildingArea,houseStructure,houseAgeLimit,houseBuildingStructure,houseBuildingType,houseDecoration,houseInnerArea,houseElevator,houseElevatorRatio,houseLastTrade,houseOrientation,houseListDate,housePledge,housePrivilege,houseUsage,housePrivilegeProperty,houseTradeProperty,houseTitle,houseUrl,CrawlTime
东盟商务区,青秀区,马来西亚城,,170万,2室1厅1厨1卫,高楼层 (共11层),100㎡,平层,暂无数据,钢混结构,板楼,简装,暂无数据,有,一梯两户,暂无数据,北 南,2019-11-02,,70年,暂无数据,暂无数据,商品房,马来西亚城   一梯两户  户型方正,https://nn.lianjia.com/ershoufang/105103298580.html,2020-01-15 00:21:51
凤岭北,青秀区,润华·尚城街区,,180万,4室2厅1厨2卫,低楼层 (共11层),143㎡,平层,暂无数据,钢混结构,板楼,精装,暂无数据,有,一梯两户,暂无数据,南,2019-10-30,,70年,暂无数据,暂无数据,商品房,润华·尚城街区 4室2厅 180万,https://nn.lianjia.com/ershoufang/105103283412.html,2020-01-15 00:21:52
凤岭北,青秀区,凤岭山语城,,270万,3室2厅1厨2卫,高楼层 (共5层),136㎡,平层,暂无数据,钢混结构,塔楼,精装,暂无数据,无,一梯四户,暂无数据,南,2019-10-31,,70年,暂无数据,暂无数据,商品房,凤岭北品质小区 洋房楼栋  平层住宅。,https://nn.lianjia.com/ershoufang/105103289133.html,2020-01-15 00:21:55
金湖,青秀区,汇金苑,,63万,1室0厅1厨1卫,中楼层 (共31层),46㎡,平层,暂无数据,框架结构,塔楼,精装,暂无数据,有,三梯十六户,暂无数据,南 北,2019-10-29,,70年,暂无数据,暂无数据,商品房,南湖商圈双拥路汇金苑，住家一房,https://nn.lianjia.com/ershoufang/105103276395.html,2020-01-15 00:21:56
五象湖,良庆区,华润二十四城,,215万,3室2厅1厨2卫,低楼层 (共47层),93.45㎡,平层,暂无数据,钢混结构,板塔结合,精装,暂无数据,有,两梯四户,暂无数据,南,2019-09-04,,70年,暂无数据,暂无数据,商品房,华润精装三房，提前预约可以看房,https://nn.lianjia.com/ershoufang/105102972259.html,2020-01-15 00:21:57
玉洞,良庆区,汉军五象一号,,125万,3室2厅1厨2卫,中楼层 (共20层),105㎡,平层,暂无数据,框架结构,板塔结合,精装,暂无数据,有,两梯五户,暂无数据,南,2019-10-30,,70年,暂无数据,暂无数据,商品房,邕江旁刚需三房  近滨江公园拎包入住,https://nn.lianjia.com/ershoufang/105103280596.html,2020-01-15 00:21:59
凤岭北,青秀区,荣和大地二组团,,169万,3室2厅1厨2卫,低楼层 (共32层),89.13㎡,平层,暂无数据,砖混结构,板塔结合,精装,暂无数据,有,两梯四户,暂无数据,南,2019-10-29,,70年,暂无数据,暂无数据,商品房,视野开阔，采光通风效果佳，南北对流,https://nn.lianjia.com/ershoufang/105103271019.html,2020-01-15 00:22:00
金湖,青秀区,南湖名都广场,,319.7万,3室2厅1厨2卫,中楼层 (共31层),139㎡,平层,暂无数据,未知结构,暂无数据,精装,暂无数据,暂无数据,一梯六户,暂无数据,南 北,2019-10-26,,70年,暂无数据,暂无数据,商品房,双拥路南湖名都广场，自住大三房,https://nn.lianjia.com/ershoufang/105103252619.html,2020-01-15 00:22:02
东沟岭,兴宁区,盛天果岭,,140万,3室2厅1厨2卫,中楼层 (共17层),86.41㎡,平层,暂无数据,钢混结构,塔楼,精装,暂无数据,有,两梯四户,暂无数据,南,2019-10-29,,70年,暂无数据,暂无数据,商品房,长堽路盛天果岭，园林公园式大社区住家三房,https://nn.lianjia.com/ershoufang/105103270817.html,2020-01-15 00:22:02
琅东,青秀区,中房翡翠园一期,,190万,3室2厅1厨2卫,中楼层 (共6层),133.5㎡,平层,暂无数据,框架结构,板塔结合,精装,暂无数据,有,一梯三户,暂无数据,南,2019-10-22,,70年,暂无数据,暂无数据,商品房,翡翠园小高层电梯三房业主诚心出售,https://nn.lianjia.com/ershoufang/105103231726.html,2020-01-15 00:22:06
柳沙,青秀区,南国大厦,,53万,1室1厅1厨1卫,中楼层 (共24层),53㎡,平层,暂无数据,钢混结构,板楼,简装,暂无数据,暂无数据,一梯十二户,暂无数据,南,2019-10-24,,70年,暂无数据,暂无数据,商品房,小户型，方方正正，朝向好，采光好,https://nn.lianjia.com/ershoufang/105103245612.html,2020-01-15 00:22:07
东盟商务区,青秀区,幸福里,,950万,4室2厅1厨3卫,高楼层 (共56层),256㎡,平层,暂无数据,钢混结构,塔楼,精装,暂无数据,有,两梯两户,暂无数据,南 北,2019-10-21,,70年,暂无数据,暂无数据,商品房,精英社区 城市名片 身份象征 南看青秀山,https://nn.lianjia.com/ershoufang/105103226609.html,2020-01-15 00:22:08
琅东,青秀区,中房翡翠园一期,,190万,3室2厅1厨2卫,中楼层 (共11层),140㎡,平层,暂无数据,钢混结构,板塔结合,精装,暂无数据,暂无数据,一梯两户,暂无数据,东南,2019-10-27,,70年,暂无数据,暂无数据,商品房,国际三中旁 成熟大社区 享东盟商圈 繁华生活,https://nn.lianjia.com/ershoufang/105103260133.html,2020-01-15 00:22:08
东盟商务区,青秀区,利海亚洲国际B区,,90万,1室1厅1厨1卫,高楼层 (共29层),49.75㎡,平层,暂无数据,钢混结构,板塔结合,精装,暂无数据,有,两梯二十二户,暂无数据,南,2019-10-25,,70年,暂无数据,暂无数据,商品房,东盟商务区小户型  户型方正  采光充足,https://nn.lianjia.com/ershoufang/105103247242.html,2020-01-15 00:22:11
东盟商务区,青秀区,利海亚洲国际B区,,76万,1室0厅1厨1卫,中楼层 (共29层),41.15㎡,平层,暂无数据,框架结构,板塔结合,简装,暂无数据,有,两梯二十户,暂无数据,南,2019-10-18,,70年,暂无数据,暂无数据,商品房,满二唯一 精装可拎包入住 业主诚心出售。,https://nn.lianjia.com/ershoufang/105103212075.html,2020-01-15 00:22:12
凤岭北,青秀区,荣和大地二组团,,235万,4室2厅1厨2卫,低楼层 (共12层),115㎡,平层,暂无数据,砖混结构,板塔结合,简装,暂无数据,有,两梯两户,暂无数据,南,2019-10-16,,70年,暂无数据,暂无数据,商品房,小区环境优美，交通便利，配套设施齐全，红本在手,https://nn.lianjia.com/ershoufang/105103199981.html,2020-01-15 00:22:16
东盟商务区,青秀区,利海亚洲国际B区,,75万,1室0厅0厨1卫,中楼层 (共29层),41.83㎡,平层,暂无数据,钢混结构,板塔结合,简装,暂无数据,有,两梯二十二户,暂无数据,东,2019-10-04,,70年,暂无数据,暂无数据,商品房,桂雅璐 标准的大开间 总价低 好出租,https://nn.lianjia.com/ershoufang/105103135952.html,2020-01-15 00:22:21
琅东,青秀区,中房翡翠园一期,,175万,3室2厅1厨1卫,中楼层 (共11层),113㎡,平层,暂无数据,框架结构,平房,精装,暂无数据,有,两梯三户,暂无数据,南 北,2019-10-03,,70年,暂无数据,暂无数据,商品房,国际三中门口成熟大社区、享东盟商圈繁华生活！,https://nn.lianjia.com/ershoufang/105103132031.html,2020-01-15 00:22:23
朝阳,兴宁区,南宁澳门街,,49万,1室0厅1厨1卫,低楼层 (共31层),44㎡,平层,暂无数据,钢混结构,板塔结合,其他,暂无数据,有,四梯二十六户,暂无数据,南,2019-11-26,,70年,暂无数据,暂无数据,商品房,南宁澳门街 1室0厅 49万,https://nn.lianjia.com/ershoufang/105103432676.html,2020-01-15 00:22:25
东葛路,青秀区,荣和·中央公园,,150万,2室2厅1厨1卫,低楼层 (共31层),70㎡,平层,暂无数据,钢混结构,塔楼,其他,暂无数据,有,三梯九户,暂无数据,南,2019-11-21,,70年,暂无数据,暂无数据,商品房,荣和·中央公园 2室2厅 150万,https://nn.lianjia.com/ershoufang/105103405409.html,2020-01-15 00:22:36
白沙星光,良庆区,和居·邕江郡,,65万,2室1厅1厨1卫,高楼层 (共30层),45.98㎡,平层,暂无数据,钢混结构,塔楼,其他,暂无数据,有,两梯六户,暂无数据,南,2019-11-25,,70年,暂无数据,暂无数据,商品房,和居·邕江郡 2室1厅 65万,https://nn.lianjia.com/ershoufang/105103430423.html,2020-01-15 00:22:36
仙葫,青秀区,宏桂东昇,,100万,3室2厅1厨2卫,中楼层 (共31层),89.79㎡,平层,暂无数据,钢混结构,塔楼,精装,暂无数据,有,两梯六户,暂无数据,南,2019-11-19,,70年,暂无数据,暂无数据,商品房,红本在手 业主婚房 品质装修 品牌家具家电,https://nn.lianjia.com/ershoufang/105103392099.html,2020-01-15 00:22:38
五一路,江南区,壮锦大厦,,78万,2室2厅1厨1卫,高楼层 (共26层),79㎡,平层,暂无数据,未知结构,暂无数据,其他,暂无数据,有,两梯六户,暂无数据,南,2019-11-09,,70年,暂无数据,暂无数据,商品房,江南万达商圈  采光好  高楼层电梯两房,https://nn.lianjia.com/ershoufang/105103339184.html,2020-01-15 00:22:39
朝阳,兴宁区,裕丰大厦,,110万,2室1厅1厨1卫,中楼层 (共21层),116.2㎡,平层,暂无数据,框架结构,板塔结合,其他,暂无数据,暂无数据,一梯十九户,暂无数据,东,2019-11-18,,70年,暂无数据,暂无数据,商品房,裕丰大厦 2室1厅 110万,https://nn.lianjia.com/ershoufang/105103388133.html,2020-01-15 00:22:41
心圩区,西乡塘区,人和莱茵鹭湖,,66万,2室2厅1厨2卫,高楼层 (共22层),49.04㎡,暂无数据,暂无数据,钢混结构,板塔结合,其他,暂无数据,有,三梯十六户,暂无数据,西南,2019-11-08,,70年,暂无数据,暂无数据,商品房,高新区  LOTF 精装修 时尚空间,https://nn.lianjia.com/ershoufang/105103331689.html,2020-01-15 00:22:42
朝阳,兴宁区,裕丰大厦,,105万,2室2厅1厨1卫,中楼层 (共21层),93.94㎡,平层,暂无数据,框架结构,板塔结合,其他,暂无数据,暂无数据,一梯十九户,暂无数据,南 北,2019-11-23,,70年,暂无数据,暂无数据,商品房,裕丰大厦 2室2厅 105万,https://nn.lianjia.com/ershoufang/105103419552.html,2020-01-15 00:22:43
东葛路,青秀区,荣和·中央公园,,180万,2室1厅1厨1卫,中楼层 (共33层),99.36㎡,平层,暂无数据,钢混结构,塔楼,其他,暂无数据,有,三梯十八户,暂无数据,南,2019-11-16,,70年,暂无数据,暂无数据,商品房,荣和·中央公园 2室1厅 180万,https://nn.lianjia.com/ershoufang/105103376896.html,2020-01-15 00:22:45
朝阳,兴宁区,南宁澳门街,,53万,1室0厅1厨1卫,中楼层 (共31层),44㎡,平层,暂无数据,钢混结构,板塔结合,其他,暂无数据,有,四梯二十六户,暂无数据,南,2019-10-25,,70年,暂无数据,暂无数据,商品房,南宁澳门街 1室0厅 53万,https://nn.lianjia.com/ershoufang/105103251323.html,2020-01-15 00:22:49
玉洞,良庆区,金象绿城一区,,39万,1室0厅1厨1卫,中楼层 (共16层),43㎡,平层,暂无数据,框架结构,暂无数据,简装,暂无数据,有,两梯二十户,暂无数据,南,2019-11-07,,70年,暂无数据,暂无数据,商品房,金象绿城蜗居小户型 适合过渡 总价低,https://nn.lianjia.com/ershoufang/105103329351.html,2020-01-15 00:22:49
西大,西乡塘区,盛天尚都,,105万,2室2厅1厨1卫,高楼层 (共18层),90㎡,平层,暂无数据,砖混结构,板塔结合,其他,暂无数据,有,两梯四户,暂无数据,东南,2019-10-21,,70年,暂无数据,暂无数据,商品房,盛天尚都  精装大两房   拎包入住,https://nn.lianjia.com/ershoufang/105103223380.html,2020-01-15 00:22:51
朝阳,兴宁区,华天国际,,120万,2室1厅1厨1卫,高楼层 (共27层),99.41㎡,平层,暂无数据,钢混结构,塔楼,其他,暂无数据,有,四梯二十六户,暂无数据,南,2019-10-27,,70年,暂无数据,暂无数据,商品房,华天国际 2室1厅 120万,https://nn.lianjia.com/ershoufang/105103258079.html,2020-01-15 00:22:51
仙葫,青秀区,常青藤,,58万,1室1厅1厨1卫,高楼层 (共30层),50.04㎡,平层,暂无数据,框架结构,板塔结合,其他,暂无数据,有,两梯十四户,暂无数据,南 北,2019-11-09,,70年,暂无数据,暂无数据,商品房,常青藤1房1厅出售户型阳台朝小区楼层好，随时看房,https://nn.lianjia.com/ershoufang/105103337600.html,2020-01-15 00:22:53
西大,西乡塘区,茂泽大厦,,79万,2室1厅1厨1卫,低楼层 (共23层),94㎡,平层,暂无数据,未知结构,暂无数据,其他,暂无数据,暂无数据,一梯十四户,暂无数据,南,2019-10-26,,70年,暂无数据,暂无数据,商品房,龙腾路      茂泽大厦  两房,https://nn.lianjia.com/ershoufang/105103254712.html,2020-01-15 00:22:53
凤岭北,青秀区,中鼎万象东方,,66万,1室0厅1厨1卫,中楼层 (共18层),44.34㎡,平层,暂无数据,钢混结构,板塔结合,精装,暂无数据,有,两梯十四户,暂无数据,西,2019-10-25,,70年,暂无数据,暂无数据,商品房,过渡暂住 理财收租 酒店可以管理出租 月租低月供,https://nn.lianjia.com/ershoufang/105103249965.html,2020-01-15 00:22:54
北湖南,西乡塘区,丰业·柠檬宿,,48万,1室1厅1厨1卫,低楼层 (共18层),55㎡,平层,暂无数据,未知结构,暂无数据,其他,暂无数据,有,两梯二十一户,暂无数据,南,2019-07-30,,70年,暂无数据,暂无数据,商品房,丰业·柠檬宿 1室1厅 48万,https://nn.lianjia.com/ershoufang/105102770637.html,2020-01-15 00:22:54
金湖,青秀区,风尚80,,148万,2室1厅1厨1卫,高楼层 (共30层),102㎡,平层,暂无数据,框架结构,板塔结合,精装,暂无数据,有,两梯十户,暂无数据,南,2019-12-06,,70年,暂无数据,暂无数据,商品房,地铁口，高楼层，视野开阔，商圈位置好,https://nn.lianjia.com/ershoufang/105103499756.html,2020-01-15 00:22:56
凤岭北,青秀区,华凯·逸悦豪庭一期,,130万,2室1厅1厨1卫,高楼层 (共28层),84.08㎡,平层,暂无数据,钢混结构,板塔结合,简装,暂无数据,有,两梯六户,暂无数据,南 北,2019-09-16,,70年,暂无数据,暂无数据,商品房,电梯高层，视野开阔，格局方正，,https://nn.lianjia.com/ershoufang/105103031637.html,2020-01-15 00:22:56
朝阳,兴宁区,广西壮族自治区交通规划勘察设计研究院,,54万,2室2厅1厨1卫,高楼层 (共8层),72.53㎡,平层,暂无数据,未知结构,暂无数据,精装,暂无数据,无,一梯两户,暂无数据,南,2019-10-29,,70年,暂无数据,暂无数据,商品房,广西壮族自治区交通规划勘察设计研究院 2室2厅 54万,https://nn.lianjia.com/ershoufang/105103275567.html,2020-01-15 00:22:56
东盟商务区,青秀区,中新国际,,166万,3室2厅1厨1卫,高楼层 (共18层),87.38㎡,平层,暂无数据,框架结构,板塔结合,精装,暂无数据,有,两梯四户,暂无数据,东南 南,2019-12-08,,70年,暂无数据,暂无数据,商品房,万象城商务区地铁口旁精装修三房 带租约出售,https://nn.lianjia.com/ershoufang/105103510070.html,2020-01-15 00:22:57
东盟商务区,青秀区,绿海云天,,338万,3室2厅1厨3卫,高楼层 (共11层),153㎡,复式,暂无数据,框架结构,塔楼,精装,暂无数据,有,两梯六户,暂无数据,西南,2019-11-27,,70年,暂无数据,暂无数据,商品房,绿海云天楼中楼带天台露台，精装修即买即住。,https://nn.lianjia.com/ershoufang/105103443353.html,2020-01-15 00:22:58
朝阳,兴宁区,裕丰大厦,,38万,1室0厅1厨1卫,高楼层 (共21层),42㎡,平层,暂无数据,框架结构,板塔结合,简装,暂无数据,暂无数据,一梯十九户,暂无数据,南,2019-10-19,,70年,暂无数据,暂无数据,商品房,裕丰大厦 1室0厅 38万,https://nn.lianjia.com/ershoufang/105103213690.html,2020-01-15 00:23:00
西大,西乡塘区,城市碧园,,43万,1室0厅0厨1卫,中楼层 (共15层),43.7㎡,平层,暂无数据,钢混结构,板塔结合,简装,暂无数据,有,三梯二十三户,暂无数据,南,2019-11-15,,70年,暂无数据,暂无数据,商品房,西大商圈  城市碧园单间  真实在售,https://nn.lianjia.com/ershoufang/105103373296.html,2020-01-15 00:23:01
西大,西乡塘区,时代天骄,,45万,1室0厅1厨1卫,高楼层 (共20层),39.92㎡,平层,暂无数据,框架结构,暂无数据,其他,暂无数据,有,三梯三十二户,暂无数据,南,2019-10-12,,70年,暂无数据,暂无数据,商品房,南宁好房出售，酉大商圈交通方便，欢迎来电咨询看房,https://nn.lianjia.com/ershoufang/105103176808.html,2020-01-15 00:23:03
经开区,江南区,龙光普罗旺斯波尔多庄园,,152万,5室2厅1厨2卫,中楼层 (共25层),122㎡,平层,暂无数据,框架结构,板塔结合,精装,暂无数据,有,两梯四户,暂无数据,南 北,2019-12-06,,70年,暂无数据,暂无数据,商品房,龙光普罗旺斯波尔多庄园 5室2厅 152万,https://nn.lianjia.com/ershoufang/105103500261.html,2020-01-15 00:23:03
仙葫,青秀区,联发·尚品,,85万,2室2厅1厨1卫,中楼层 (共17层),87㎡,平层,暂无数据,钢混结构,板塔结合,简装,暂无数据,有,两梯三户,暂无数据,南,2019-11-14,,70年,暂无数据,暂无数据,商品房,青秀区凤岭南+有证在手+满五唯一+诚心出售,https://nn.lianjia.com/ershoufang/105103367828.html,2020-01-15 00:23:03
西大,西乡塘区,安吉华都小区,,93万,2室2厅1厨1卫,中楼层 (共31层),80㎡,平层,暂无数据,钢混结构,板楼,简装,暂无数据,有,两梯六户,暂无数据,南,2019-11-14,,70年,暂无数据,暂无数据,商品房,安吉华都小区  三房两厅   真实在售,https://nn.lianjia.com/ershoufang/105103365557.html,2020-01-15 00:23:05
龙岗,邕宁区,昌泰水立方,,66万,2室2厅1厨1卫,高楼层 (共32层),60㎡,平层,暂无数据,钢混结构,板塔结合,精装,暂无数据,有,两梯八户,暂无数据,东北,2019-11-14,,70年,暂无数据,暂无数据,商品房,五象东精装修两房小户型高楼层视野广,https://nn.lianjia.com/ershoufang/105103366850.html,2020-01-15 00:23:06
凤岭北,青秀区,凤岭名园,,254万,4室2厅1厨2卫,中楼层 (共18层),126.58㎡,平层,暂无数据,钢混结构,板塔结合,精装,暂无数据,有,两梯四户,暂无数据,南,2019-11-26,,70年,暂无数据,暂无数据,商品房,凤岭名园四房出售，有车位方便居住。,https://nn.lianjia.com/ershoufang/105103437802.html,2020-01-15 00:23:06
西大,西乡塘区,台湾街宜兰湾,,90万,2室2厅1厨1卫,高楼层 (共18层),70㎡,平层,暂无数据,钢混结构,塔楼,简装,暂无数据,有,两梯五户,暂无数据,东南,2019-11-12,,70年,暂无数据,暂无数据,商品房,龙腾路 小区环境好 精装房 可拎包入住,https://nn.lianjia.com/ershoufang/105103356760.html,2020-01-15 00:23:07
白沙星光,江南区,锦绣江南,,80万,2室2厅1厨1卫,中楼层 (共6层),84㎡,平层,暂无数据,钢混结构,板塔结合,简装,暂无数据,无,一梯四户,暂无数据,南,2019-11-11,,70年,暂无数据,暂无数据,商品房,锦绣江南南区，大两房，业主自住保养好。,https://nn.lianjia.com/ershoufang/105103351409.html,2020-01-15 00:23:08
东盟商务区,青秀区,中新国际,,242万,3室2厅1厨2卫,高楼层 (共17层),121㎡,平层,暂无数据,混合结构,板塔结合,精装,暂无数据,有,两梯四户,暂无数据,东南,2019-11-24,,70年,暂无数据,暂无数据,商品房,中新国际 3室2厅 242万,https://nn.lianjia.com/ershoufang/105103425466.html,2020-01-15 00:23:08
东葛路,青秀区,都市华庭,,85万,1室1厅1厨1卫,中楼层 (共29层),56.88㎡,平层,暂无数据,钢混结构,板塔结合,简装,暂无数据,有,两梯十一户,暂无数据,南,2019-11-11,,70年,暂无数据,暂无数据,商品房,都市华庭 1室1厅 85万,https://nn.lianjia.com/ershoufang/105103348945.html,2020-01-15 00:23:09
朝阳,青秀区,金融小区,,135万,3室2厅1厨1卫,中楼层 (共17层),99㎡,平层,暂无数据,未知结构,暂无数据,简装,暂无数据,暂无数据,一梯八户,暂无数据,南,2019-11-13,,70年,暂无数据,暂无数据,商品房,金融小区 3室2厅 135万,https://nn.lianjia.com/ershoufang/105103359268.html,2020-01-15 00:23:09
东盟商务区,青秀区,利海亚洲国际B区,,78.5万,1室0厅1厨1卫,高楼层 (共29层),41.32㎡,平层,暂无数据,钢混结构,板塔结合,精装,暂无数据,有,两梯二十二户,暂无数据,南,2019-11-13,,70年,暂无数据,暂无数据,商品房,商务区利海亚洲国际 地鉄口小户型 办公楼集群配套齐,https://nn.lianjia.com/ershoufang/105103363559.html,2020-01-15 00:23:10
东盟商务区,青秀区,利海·亚洲国际,,65万,1室1厅1厨1卫,高楼层 (共21层),33㎡,平层,暂无数据,钢混结构,板塔结合,其他,暂无数据,有,四梯三十二户,暂无数据,东 东南,2019-12-07,,70年,暂无数据,暂无数据,商品房,商务区万象城地铁口旁 漂亮温馨单房,https://nn.lianjia.com/ershoufang/105103506061.html,2020-01-15 00:23:12
东盟商务区,青秀区,利海·亚洲国际,,80万,1室0厅0厨1卫,中楼层 (共30层),40㎡,平层,暂无数据,钢混结构,塔楼,精装,暂无数据,有,五梯二十八户,暂无数据,南,2019-11-12,,70年,暂无数据,暂无数据,商品房,东盟商务区精品小户型公寓与万象城仅一步之遥,https://nn.lianjia.com/ershoufang/105103356496.html,2020-01-15 00:23:14
东葛路,青秀区,幸福家园,,57万,1室0厅1厨1卫,低楼层 (共12层),45.94㎡,平层,暂无数据,钢混结构,板楼,其他,暂无数据,有,两梯二十一户,暂无数据,南,2019-12-07,,70年,暂无数据,暂无数据,商品房,幸福家园 1室0厅 57万,https://nn.lianjia.com/ershoufang/105103505739.html,2020-01-15 00:23:14
东沟岭,兴宁区,瀚林山水源,,105万,2室2厅1厨1卫,中楼层 (共34层),86㎡,平层,暂无数据,未知结构,暂无数据,其他,暂无数据,有,两梯五户,暂无数据,南,2019-12-07,,70年,暂无数据,暂无数据,商品房,瀚林山水源 2室2厅 105万,https://nn.lianjia.com/ershoufang/105103505782.html,2020-01-15 00:23:15
东葛路,青秀区,幸福家园,,57万,1室0厅1厨1卫,低楼层 (共12层),45.98㎡,平层,暂无数据,钢混结构,板楼,其他,暂无数据,有,两梯二十一户,暂无数据,东南,2019-12-07,,70年,暂无数据,暂无数据,商品房,幸福家园 1室0厅 57万,https://nn.lianjia.com/ershoufang/105103505774.html,2020-01-15 00:23:15
白沙星光,江南区,翠岭居,,83万,2室2厅1厨1卫,高楼层 (共6层),88㎡,平层,暂无数据,砖混结构,板塔结合,精装,暂无数据,无,一梯两户,暂无数据,南,2019-12-08,,70年,暂无数据,暂无数据,商品房,百益上河城旁  交通方便  宜居社区,https://nn.lianjia.com/ershoufang/105103509179.html,2020-01-15 00:23:15
朝阳,西乡塘区,绿城翠堤湾,,93万,2室2厅1厨1卫,中楼层 (共11层),76㎡,平层,暂无数据,框架结构,暂无数据,其他,暂无数据,有,两梯四户,暂无数据,南,2019-12-05,,70年,暂无数据,暂无数据,商品房,南宁一中旁 中楼层大两房 业主急售,https://nn.lianjia.com/ershoufang/105103494857.html,2020-01-15 00:23:16
凤岭北,青秀区,凤岭山语城,,130万,2室1厅1厨1卫,低楼层 (共34层),73㎡,复式,暂无数据,钢混结构,塔楼,精装,暂无数据,有,两梯十八户,暂无数据,南,2019-12-05,,70年,暂无数据,暂无数据,商品房,房子户型方正，精装修，看房方便，采光好,https://nn.lianjia.com/ershoufang/105103494906.html,2020-01-15 00:23:16
白沙星光,江南区,巨隆大厦,,60万,1室1厅1厨1卫,中楼层 (共26层),45㎡,平层,暂无数据,钢混结构,塔楼,其他,暂无数据,有,两梯二十六户,暂无数据,南 西南,2019-12-07,,70年,暂无数据,暂无数据,商品房,满五家庭名下没有其他住房 红本在手,https://nn.lianjia.com/ershoufang/105103503753.html,2020-01-15 00:23:18
东盟商务区,青秀区,利海·亚洲国际,,69万,1室0厅1厨1卫,中楼层 (共21层),37.8㎡,平层,暂无数据,钢混结构,板塔结合,其他,暂无数据,有,四梯三十二户,暂无数据,南,2019-12-05,,70年,暂无数据,暂无数据,商品房,东盟商务区 万象城旁 利海亚洲国际小户型1房,https://nn.lianjia.com/ershoufang/105103493955.html,2020-01-15 00:23:18
东沟岭,兴宁区,阳光绿城,,80万,2室1厅1厨1卫,中楼层 (共7层),68.89㎡,平层,暂无数据,未知结构,暂无数据,其他,暂无数据,无,一梯两户,暂无数据,西南,2019-12-05,,70年,暂无数据,暂无数据,商品房,阳光绿城 2室1厅 80万,https://nn.lianjia.com/ershoufang/105103493539.html,2020-01-15 00:23:18
五象核心区,良庆区,江悦蓝湾,,116万,2室1厅1厨1卫,低楼层 (共30层),62.8㎡,平层,暂无数据,钢混结构,塔楼,精装,暂无数据,有,两梯四户,暂无数据,东南,2019-12-04,,70年,暂无数据,暂无数据,商品房,五象自贸区 两房出售 精装修 无欠款 有证,https://nn.lianjia.com/ershoufang/105103488787.html,2020-01-15 00:23:23
东盟商务区,青秀区,昌泰大厦,,86万,1室0厅1厨1卫,中楼层 (共31层),43㎡,平层,暂无数据,钢混结构,板塔结合,其他,暂无数据,有,四梯十八户,暂无数据,南,2019-12-05,,70年,暂无数据,暂无数据,商品房,昌泰大厦写字楼 楼层好 地铁口700米,https://nn.lianjia.com/ershoufang/105103492360.html,2020-01-15 00:23:24
东盟商务区,青秀区,利海亚洲国际B区,,76万,1室1厅1厨1卫,低楼层 (共29层),41.71㎡,平层,暂无数据,钢混结构,板塔结合,其他,暂无数据,有,两梯二十二户,暂无数据,南,2019-12-04,,70年,暂无数据,暂无数据,商品房,利海亚洲国际B区 1室1厅 76万,https://nn.lianjia.com/ershoufang/105103488254.html,2020-01-15 00:23:25
五一路,江南区,丽江村小区,,65万,2室2厅1厨1卫,中楼层 (共8层),70㎡,平层,暂无数据,钢混结构,板楼,简装,暂无数据,无,一梯两户,暂无数据,南,2019-11-10,,70年,暂无数据,暂无数据,商品房,丽江村小区！空气清新 配套成熟 交通便利,https://nn.lianjia.com/ershoufang/105103345851.html,2020-01-15 00:23:29
心圩区,西乡塘区,中海御湖熙岸,,68万,2室2厅1厨1卫,高楼层 (共34层),60.31㎡,平层,暂无数据,钢混结构,板塔结合,精装,暂无数据,有,两梯八户,暂无数据,南,2019-11-11,,70年,暂无数据,暂无数据,商品房,中海御湖熙岸  高层视野开阔  实用小两房,https://nn.lianjia.com/ershoufang/105103348185.html,2020-01-15 00:23:31
东葛路,青秀区,嘉和自由空间,,65万,1室1厅1厨1卫,中楼层 (共13层),40㎡,平层,暂无数据,钢混结构,塔楼,简装,暂无数据,暂无数据,一梯十七户,暂无数据,南,2019-11-10,,70年,暂无数据,暂无数据,商品房,东葛路 嘉和自由空间 读天桃实验 一号线,https://nn.lianjia.com/ershoufang/105103345275.html,2020-01-15 00:23:33
仙葫,青秀区,宏桂东昇,,86万,2室2厅1厨1卫,中楼层 (共31层),77.08㎡,平层,暂无数据,钢混结构,塔楼,简装,暂无数据,有,两梯六户,暂无数据,南,2019-11-09,,70年,暂无数据,暂无数据,商品房,此房楼层好，视野广，采光也很好哟,https://nn.lianjia.com/ershoufang/105103341026.html,2020-01-15 00:23:35
朝阳,兴宁区,金山广场,,46.6万,1室0厅1厨1卫,中楼层 (共21层),46.84㎡,平层,暂无数据,框架结构,塔楼,其他,暂无数据,有,四梯二十六户,暂无数据,东南,2019-11-09,,70年,暂无数据,暂无数据,商品房,金山广场 1室0厅 46.55万,https://nn.lianjia.com/ershoufang/105103337010.html,2020-01-15 00:23:36
朝阳,兴宁区,金朝阳,,38万,1室1厅1厨1卫,高楼层 (共15层),43㎡,平层,暂无数据,框架结构,塔楼,简装,暂无数据,有,两梯二十四户,暂无数据,南 北,2019-11-10,,70年,暂无数据,暂无数据,商品房,金朝阳 1室1厅 38万,https://nn.lianjia.com/ershoufang/105103344137.html,2020-01-15 00:23:37
白沙星光,江南区,都市江南,,80万,2室2厅1厨1卫,中楼层 (共8层),86㎡,平层,暂无数据,钢混结构,板塔结合,简装,暂无数据,无,一梯两户,暂无数据,南 北,2019-11-09,,70年,暂无数据,暂无数据,商品房,江南区白沙星光，步梯中楼层，采光通风好,https://nn.lianjia.com/ershoufang/105103338994.html,2020-01-15 00:23:39
