communityName,areaName,roomType,louCeng,area,jianZhu,chaoXiang,zhuangXiu,tiHu,guapaitime,jiaoyitime,nianxian,totalPrice,location
新南小区,虹口,3室1厅1厨1卫,中楼层 (共6层),83.54㎡,板楼,南,精装,一梯两户,2019-05-13,2006-09-07,满五年,470万元,江湾镇
陆家嘴中央公寓,浦东,2室2厅1厨1卫,高楼层 (共18层),83.9㎡,板楼,南,简装,两梯三户,2019-04-18,2007-03-07,满五年,850万元,杨东
绿城玉兰花园(二期),浦东,4室2厅1厨2卫,中楼层 (共4层),188.8㎡,板楼,南,精装,一梯两户,2018-11-13,2015-06-28,满两年,1350万元,唐镇
米兰诺贵都,松江,3室2厅1厨1卫,低楼层 (共19层),88.82㎡,板楼,南,精装,两梯三户,2017-02-16,2014-01-03,满五年,339万元,泗泾
远景佳苑二期,宝山,2室2厅1厨1卫,高楼层 (共11层),98.88㎡,板楼,南 北,精装,一梯两户,2019-08-21,2004-09-23,满五年,560万元,大华
申江花苑,嘉定,2室1厅1厨1卫,高楼层 (共6层),82.64㎡,板楼,南,精装,一梯两户,2019-06-07,2006-10-17,满五年,295万元,江桥
好旺花苑,宝山,2室1厅1厨1卫,高楼层 (共6层),64.1㎡,板楼,南,毛坯,一梯两户,2019-12-22,暂无数据,暂无数据,305万元,大华
鸿宝一村(南区),奉贤,1室1厅1厨1卫,高楼层 (共6层),30.1㎡,板楼,南,简装,一梯三户,2020-01-04,2016-04-07,满两年,78万元,西渡
崧泽华城秀景苑,青浦,2室1厅1厨1卫,高楼层 (共18层),68.75㎡,塔楼,南 北,精装,八梯六户,2020-01-03,2016-03-23,满两年,238万元,赵巷
丰水宝邸(西苑),宝山,2室2厅1厨1卫,低楼层 (共15层),73.46㎡,板楼,南,精装,一梯两户,2020-01-02,2013-03-15,满五年,278万元,顾村
开鲁六村,杨浦,1室1厅0厨1卫,高楼层 (共6层),41.58㎡,板楼,南,精装,一梯四户,2020-01-02,2007-01-10,满五年,195万元,中原
佳伟景苑,浦东,2室1厅0厨1卫,低楼层 (共6层),73.99㎡,板楼,南,简装,一梯四户,2020-01-01,2016-06-02,满两年,260万元,曹路
岭南路100弄,静安,1室1厅1厨1卫,高楼层 (共6层),41.64㎡,板楼,南,精装,一梯两户,2019-12-29,2012-12-21,满五年,205万元,彭浦
梅园五街坊,浦东,2室1厅1厨1卫,低楼层 (共6层),51.5㎡,板楼,南 北,简装,一梯两户,2019-12-29,1999-11-24,满五年,588万元,梅园
东礁二村,金山,2室1厅1厨1卫,高楼层 (共6层),57.32㎡,板楼,东南 南,精装,一梯三户,2019-12-29,2011-05-31,满五年,91万元,石化
君莲小区,闵行,3室2厅1厨1卫,低楼层 (共14层),107㎡,板楼,南,简装,一梯两户,2019-09-08,2015-04-29,满两年,370万元,颛桥
宁和小区,静安,2室1厅1厨1卫,中楼层 (共6层),56.75㎡,板楼,南,简装,一梯四户,2019-09-07,1999-06-28,满五年,478万元,大宁
南江苑,浦东,2室2厅1厨1卫,中楼层 (共6层),67.15㎡,板楼,南,精装,一梯两户,2019-09-07,2004-09-24,满五年,360万元,杨思前滩
泰德花苑,徐汇,2室2厅1厨1卫,中楼层 (共32层),111.28㎡,塔楼,南,简装,两梯七户,2019-09-05,2001-04-27,满五年,925万元,徐家汇
欣乐苑,青浦,1室1厅1厨1卫,低楼层 (共18层),55.41㎡,板楼,南,毛坯,一梯四户,2019-09-04,2010-10-01,满五年,160万元,华新
仁恒运杰河滨花园,青浦,2室2厅0厨1卫,中楼层 (共11层),90.47㎡,塔楼,南,精装,两梯十三户,2019-09-01,2014-08-04,满五年,250万元,夏阳
金地格林世界(格林公馆),嘉定,3室2厅1厨1卫,高楼层 (共18层),87.65㎡,板楼,南,精装,两梯四户,2019-09-01,2013-11-01,满五年,455万元,南翔
明日星城（一期）,黄浦,3室2厅1厨2卫,中楼层 (共34层),121.51㎡,板楼,南 北,简装,两梯四户,2019-08-29,2002-06-21,满五年,1035万元,董家渡
紫晶苑,浦东,2室1厅1厨1卫,中楼层 (共14层),61㎡,板楼,南,精装,一梯三户,2019-08-28,暂无数据,暂无数据,275万元,张江
开城新苑,黄浦,2室2厅1厨1卫,中楼层 (共28层),106.74㎡,板楼,南,精装,两梯五户,2019-08-27,2002-07-23,满五年,998万元,五里桥
香逸湾,宝山,2室2厅1厨1卫,高楼层 (共14层),69.19㎡,板楼,南,简装,一梯三户,2019-08-14,2011-06-13,满五年,306万元,杨行
海桐小区,浦东,1室1厅0厨1卫,高楼层 (共6层),51.47㎡,板楼,南,精装,一梯两户,2019-08-06,2013-07-13,满五年,445万元,花木
南苑五村,嘉定,2室2厅1厨1卫,高楼层 (共6层),91.39㎡,板楼,南,简装,一梯两户,2019-08-04,2006-06-13,满五年,200万元,嘉定老城
盐湖新居,嘉定,2室2厅1厨1卫,高楼层 (共18层),84.87㎡,板楼,南,毛坯,一梯三户,2019-07-10,2010-10-18,满五年,318万元,江桥
永清新村,宝山,2室1厅1厨1卫,高楼层 (共6层),58.64㎡,板楼,南,简装,一梯两户,2019-07-07,2005-02-04,满五年,199万元,淞宝
汤巷馨村(二期),浦东,3室2厅0厨1卫,中楼层 (共14层),82.84㎡,板楼,南,精装,一梯四户,2019-06-26,2014-06-01,满五年,320万元,康桥
南车站路192弄,黄浦,2室1厅0厨1卫,低楼层 (共6层),49.52㎡,板楼,南 北,精装,一梯两户,2019-06-23,2017-06-10,满两年,393万元,蓬莱公园
夏朵园,闵行,2室2厅1厨1卫,低楼层 (共14层),106.26㎡,板楼,南,简装,一梯两户,2019-06-14,2016-10-13,满两年,315万元,老闵行
盛华景苑,徐汇,1室1厅1厨1卫,低楼层 (共18层),68.27㎡,板楼,南,简装,两梯四户,2019-06-09,2016-06-10,满两年,315万元,华泾
由由四村,浦东,1室1厅1厨1卫,低楼层 (共6层),40.64㎡,板楼,南,简装,一梯三户,2019-05-31,2014-07-03,满五年,213万元,北蔡
香山新村东北街坊,浦东,1室1厅1厨1卫,高楼层 (共6层),44.54㎡,板楼,南,精装,一梯两户,2019-05-26,2016-04-07,满两年,225万元,金杨
幸福小镇,浦东,2室1厅1厨1卫,中楼层 (共6层),97.91㎡,板楼,南,精装,一梯两户,2018-10-26,2008-07-14,满五年,479万元,高行
朱家门小区,浦东,2室1厅1厨1卫,高楼层 (共6层),53.04㎡,板楼,南,简装,一梯四户,2018-07-28,2005-02-05,满五年,216万元,金桥
阳光威尼斯C区,普陀,3室2厅1厨1卫,中楼层 (共24层),119.05㎡,板楼,南 北,毛坯,两梯三户,2018-04-12,2005-02-25,满五年,515万元,真光
绿地新江桥城一期,嘉定,1室1厅1厨1卫,低楼层 (共15层),55.87㎡,板楼,南,简装,一梯四户,2019-12-23,2011-12-15,满五年,235万元,江桥
鹤北新村,闵行,2室1厅1厨1卫,高楼层 (共6层),63.59㎡,板楼,南 北,精装,一梯两户,2019-12-22,2012-10-27,满五年,255万元,老闵行
锦秋花园(公寓),宝山,1室1厅1厨1卫,中楼层 (共6层),51.33㎡,板楼,南,精装,一梯三户,2019-12-21,2010-11-29,满五年,260万元,上大
海芦镜湖苑,浦东,1室1厅1厨1卫,低楼层 (共4层),48㎡,板楼,南,毛坯,一梯两户,2019-12-19,2016-12-09,满两年,105万元,临港新城
双山小区,普陀,2室1厅1厨1卫,中楼层 (共7层),48.91㎡,板楼,东南,简装,一梯五户,2019-12-14,2017-12-08,满两年,250万元,甘泉宜川
中虹家园,浦东,1室1厅1厨1卫,中楼层 (共14层),52.36㎡,板楼,南,毛坯,两梯四户,2019-12-14,2013-11-27,满五年,209万元,曹路
延长小区(闸北),静安,2室1厅1厨1卫,高楼层 (共6层),50.48㎡,板楼,南 北,简装,一梯四户,2020-01-01,2014-08-25,未满两年,380万元,大宁
上南三村,浦东,1室1厅1厨1卫,低楼层 (共6层),34.9㎡,板楼,南,精装,一梯四户,2019-12-30,2013-09-08,满五年,208万元,世博
和源名城,静安,2室2厅1厨1卫,高楼层 (共31层),81.48㎡,板楼,南,精装,两梯四户,2019-12-11,2013-04-08,满五年,468万元,彭浦
华润中央公园(浩翔路99弄)(公寓),嘉定,4室2厅1厨2卫,中楼层 (共30层),181.23㎡,板楼,南,精装,两梯两户,2019-12-06,2015-06-22,满两年,950万元,南翔
仁恒河滨城(二期),浦东,4室2厅1厨2卫,中楼层 (共28层),197.91㎡,板楼,南,精装,两梯两户,2019-12-06,2007-08-30,满五年,2150万元,联洋
合生城邦三街坊,闵行,2室2厅1厨1卫,中楼层 (共11层),102.76㎡,暂无数据,南 北,精装,一梯两户,2019-12-04,2009-12-30,满五年,415万元,老闵行
金杨新村九街坊,浦东,3室2厅1厨1卫,低楼层 (共6层),100.82㎡,板楼,南 北,精装,一梯两户,2019-12-03,1998-11-24,满五年,593万元,金杨
合生城邦四街坊,闵行,2室2厅1厨1卫,低楼层 (共18层),90.9㎡,板楼,南 北,精装,两梯四户,2019-12-01,2014-05-17,满五年,360万元,老闵行
巴黎之春,普陀,3室2厅1厨2卫,低楼层 (共18层),154.54㎡,板楼,南,精装,两梯四户,2019-11-28,2004-09-17,满五年,790万元,万里
美邻苑,闵行,2室1厅1厨1卫,高楼层 (共6层),78.01㎡,板楼,南,简装,一梯两户,2019-11-27,2002-03-28,满五年,306万元,华漕
汉中小区,静安,2室1厅1厨1卫,高楼层 (共24层),69.32㎡,塔楼,东南,简装,两梯六户,2019-11-27,2012-12-07,满五年,460万元,不夜城
金汇豪庭,闵行,4室2厅1厨3卫,中楼层 (共17层),238.51㎡,板楼,南,精装,两梯两户,2019-11-24,2013-09-22,满五年,1580万元,古美
东海园,静安,5室2厅1厨2卫,高楼层 (共11层),169.77㎡,板楼,南 北,精装,一梯两户,2019-11-24,2000-03-22,满五年,1850万元,江宁路
奥林匹克花园,松江,3室2厅1厨2卫,低楼层 (共4层),105.77㎡,板楼,南 北,精装,一梯两户,2019-11-24,2014-09-16,满五年,430万元,九亭
大宁路660弄,静安,3室1厅1厨1卫,高楼层 (共6层),66.54㎡,板楼,南,精装,一梯四户,2019-11-23,2011-05-20,满五年,497万元,大宁
菊园,浦东,3室2厅1厨2卫,高楼层 (共32层),140.34㎡,塔楼,南,精装,两梯四户,2019-11-19,2004-04-14,满五年,1230万元,陆家嘴
中海瀛台,徐汇,2室2厅1厨1卫,中楼层 (共33层),104.58㎡,板楼,南,精装,两梯三户,2019-11-16,2009-06-12,满五年,788万元,华泾
万达城市公寓,嘉定,3室2厅1厨1卫,低楼层 (共17层),89.21㎡,板楼,南 北,精装,一梯两户,2019-11-09,2011-07-11,满五年,445万元,江桥
华光花园,闵行,3室2厅1厨2卫,低楼层 (共6层),147㎡,板楼,南,精装,一梯两户,2019-11-09,2016-10-09,满两年,780万元,金虹桥
奥林匹克花园,松江,3室2厅1厨2卫,低楼层 (共5层),120.2㎡,板楼,南 北,精装,一梯两户,2019-11-08,2005-05-30,满五年,470万元,九亭
由由一村,浦东,2室1厅1厨1卫,高楼层 (共6层),67.34㎡,板楼,南 北,精装,一梯两户,2019-10-21,2015-06-02,满两年,339万元,北蔡
世纪非凡怡园,宝山,3室2厅1厨1卫,低楼层 (共6层),89.63㎡,板楼,南,精装,一梯两户,2019-10-17,2009-03-03,满五年,328万元,顾村
爱博二村,闵行,3室2厅1厨2卫,低楼层 (共13层),127.72㎡,板楼,南,精装,一梯两户,2019-10-17,2014-02-13,满五年,580万元,华漕
中房公寓,嘉定,3室1厅1厨1卫,高楼层 (共7层),95.34㎡,板楼,南 北,精装,一梯四户,2019-10-16,2009-10-01,满五年,404万元,江桥
水塘小区,普陀,2室1厅1厨1卫,高楼层 (共6层),64.53㎡,板楼,南,精装,一梯三户,2019-10-12,2004-04-14,满五年,349万元,真如
金丰小区,闵行,3室1厅1厨2卫,高楼层 (共6层),99.73㎡,板楼,南,精装,一梯两户,2019-10-10,2010-01-08,满五年,320万元,华漕
大宁路660弄,静安,3室1厅1厨1卫,中楼层 (共6层),66.54㎡,板楼,南,简装,一梯五户,2019-10-04,2002-03-13,满五年,509万元,大宁
万科城市花园,闵行,4室2厅1厨2卫,高楼层 (共5层),165.67㎡,板楼,南 北,精装,一梯两户,2019-10-03,2012-08-12,满五年,708万元,七宝
证大家园(一期),浦东,3室2厅1厨2卫,中楼层 (共11层),123.33㎡,板楼,南,精装,一梯四户,2019-10-02,2001-11-28,满五年,787万元,金桥
中环一号(一期),宝山,2室2厅1厨1卫,低楼层 (共13层),99.14㎡,板楼,南,精装,一梯两户,2019-09-18,2017-01-13,满两年,530万元,大华
金地湾流域（二期569弄）,浦东,3室2厅1厨1卫,中楼层 (共6层),88.41㎡,板塔结合,南 北,精装,一梯两户,2019-09-17,2015-12-01,满两年,720万元,三林
明日星城（一期）,黄浦,3室2厅1厨2卫,高楼层 (共34层),121.38㎡,板楼,南,精装,两梯五户,2019-09-16,2001-01-08,满五年,1048万元,董家渡
万科白马花园(公寓),松江,3室2厅1厨1卫,低楼层 (共5层),93.4㎡,板楼,南 北,精装,一梯两户,2019-09-10,2009-06-24,满五年,443万元,莘闵别墅
绿洲城市花园,普陀,6室2厅1厨2卫,高楼层 (共8层),218.44㎡,板楼,南,精装,一梯三户,2019-09-08,2003-07-20,满五年,1450万元,长寿路
瑞虹新城二期(优贤生活),虹口,3室2厅1厨2卫,低楼层 (共39层),118.41㎡,板楼,南,精装,两梯四户,2019-03-09,2004-09-27,满五年,1018万元,临平路
黄兴绿园,杨浦,3室2厅1厨2卫,低楼层 (共12层),137㎡,板楼,南,精装,一梯两户,2019-01-05,2013-10-10,满五年,885万元,黄兴公园
茅台新苑,长宁,2室2厅1厨1卫,低楼层 (共15层),73.29㎡,板楼,南,简装,两梯十户,2020-01-09,2001-12-30,满五年,345万元,仙霞
桃浦六村绿春苑,普陀,1室1厅1厨1卫,中楼层 (共6层),43.31㎡,板楼,南,精装,一梯四户,2020-01-04,2013-01-04,满五年,174万元,桃浦
由由七村,浦东,3室1厅1厨1卫,高楼层 (共6层),75.66㎡,板楼,南,简装,一梯三户,2019-12-23,暂无数据,暂无数据,375万元,北蔡
东方花园(一期),闵行,3室2厅1厨1卫,中楼层 (共6层),108.72㎡,板楼,南,精装,一梯两户,2019-08-12,暂无数据,暂无数据,578万元,七宝
德华二村,嘉定,2室1厅1厨1卫,高楼层 (共6层),40.5㎡,板楼,南,简装,一梯三户,2019-12-25,2011-04-22,满五年,160万元,南翔
云台二小区,浦东,2室1厅1厨1卫,中楼层 (共6层),62.59㎡,板楼,南 北,精装,一梯三户,2019-12-25,2001-08-10,满五年,365万元,世博
communityName,areaName,roomType,louCeng,area,jianZhu,chaoXiang,zhuangXiu,tiHu,guapaitime,jiaoyitime,nianxian,totalPrice,location
东方知音苑,浦东,4室2厅1厨2卫,高楼层 (共5层),145.14㎡,板楼,南,简装,一梯两户,2018-07-08,2002-05-17,满五年,1088万元,金杨
东城新村,浦东,2室1厅1厨1卫,高楼层 (共18层),71.87㎡,塔楼,南,简装,两梯八户,2019-02-20,2013-07-31,满五年,520万元,杨东
天馨花园(公寓),宝山,2室2厅1厨1卫,高楼层 (共6层),89.6㎡,板楼,南 北,精装,一梯两户,2019-02-20,2004-09-04,满五年,313万元,杨行
古北嘉年华庭,长宁,1室1厅1厨2卫,高楼层 (共9层),75.25㎡,板楼,南 北,精装,四梯二十六户,2019-01-26,2005-06-30,满五年,626万元,古北
涵合园(公寓),浦东,2室2厅1厨1卫,高楼层 (共13层),80.19㎡,板楼,南,简装,两梯四户,2018-12-18,2004-07-19,满五年,660万元,杨东
健乐小区,黄浦,2室1厅1厨1卫,低楼层 (共6层),47.71㎡,板楼,南,毛坯,一梯四户,2018-10-07,1991-10-01,满五年,458万元,新天地
高荣小区,静安,2室1厅1厨1卫,中楼层 (共7层),49.42㎡,板楼,南 北,简装,一梯五户,2018-09-20,2017-07-02,满两年,428万元,曹家渡
嘉旺苑,嘉定,2室2厅1厨1卫,低楼层 (共12层),95.63㎡,板楼,南 北,精装,一梯三户,2019-12-25,2016-09-20,满两年,355万元,江桥
光华园,徐汇,2室1厅1厨1卫,低楼层 (共6层),60.64㎡,板楼,南,简装,一梯四户,2019-06-13,2011-01-12,满五年,470万元,上海南站
万科城花新园,闵行,3室2厅0厨1卫,低楼层 (共6层),94.15㎡,板楼,南,精装,一梯两户,2019-11-28,2015-12-18,满两年,669万元,七宝
东陆新村六街坊,浦东,2室1厅1厨1卫,高楼层 (共6层),67.97㎡,板楼,南,精装,一梯两户,2019-08-03,2016-09-30,满两年,289万元,金桥
宝仪花苑,闵行,3室1厅1厨1卫,低楼层 (共6层),77.64㎡,板楼,南,简装,一梯两户,2019-11-21,1999-09-14,满五年,536万元,七宝
中凯城市之光(静安),静安,2室2厅1厨2卫,低楼层 (共26层),111.34㎡,板楼,南,简装,两梯五户,2017-12-15,2005-01-09,满五年,1288万元,南京西路
金江家园,普陀,2室2厅1厨1卫,高楼层 (共7层),84㎡,板楼,南 北,精装,一梯两户,2019-07-24,2006-09-27,满五年,448万元,长征
逸流公寓,普陀,2室2厅1厨1卫,低楼层 (共37层),91.7㎡,板楼,南,简装,三梯四户,2019-12-22,2017-01-24,满两年,768万元,武宁
馨良苑,宝山,2室1厅0厨1卫,高楼层 (共6层),75.87㎡,板楼,北 南,精装,一梯两户,2019-12-13,2009-06-24,满五年,390万元,高境
菊泉新城(菊盛路50弄),宝山,3室2厅1厨1卫,高楼层 (共14层),102.91㎡,板楼,南,精装,一梯两户,2019-12-24,2011-07-11,满五年,420万元,顾村
恒大华城天地苑,浦东,2室2厅1厨1卫,低楼层 (共6层),84.71㎡,板楼,南,精装,一梯两户,2019-12-24,2002-11-18,满五年,560万元,杨思前滩
民乐佳苑二区,青浦,2室2厅1厨1卫,高楼层 (共6层),102.32㎡,板楼,南,精装,一梯四户,2019-12-23,2009-03-16,满五年,268万元,盈浦
杨泰三村,宝山,2室2厅1厨1卫,高楼层 (共6层),75.43㎡,板楼,南,精装,一梯三户,2019-12-22,2012-05-25,满五年,230万元,杨行
朗庭上郡苑(公寓),松江,3室2厅1厨2卫,高楼层 (共12层),88.92㎡,板楼,南 北,精装,一梯两户,2019-12-21,2015-10-23,满两年,345万元,九亭
古美八村,闵行,3室1厅1厨1卫,中楼层 (共6层),78.18㎡,板楼,南,精装,一梯两户,2019-12-21,2010-04-13,满五年,415万元,古美
和源祥邸珑庭,静安,2室2厅1厨1卫,中楼层 (共14层),88.52㎡,板楼,南,精装,一梯两户,2019-12-20,2012-06-16,满五年,720万元,大宁
万荣小区,静安,1室1厅1厨1卫,低楼层 (共6层),42.48㎡,板楼,南,精装,一梯三户,2019-12-20,2014-08-16,满五年,223万元,阳城
万科琥珀郡园,宝山,3室1厅0厨1卫,中楼层 (共6层),76.96㎡,板楼,南,简装,一梯两户,2019-12-20,2009-07-05,满五年,360万元,罗店
美林小城,浦东,3室2厅1厨1卫,低楼层 (共6层),97.22㎡,板楼,南 北,精装,一梯两户,2019-12-20,2010-03-05,满五年,430万元,康桥
南新六村,浦东,2室1厅1厨1卫,低楼层 (共6层),61.08㎡,板楼,南,精装,一梯四户,2019-12-19,2015-08-21,满两年,275万元,北蔡
三林世博家园(东书房路390弄),浦东,3室2厅1厨1卫,低楼层 (共17层),96.73㎡,板楼,南,精装,一梯四户,2019-12-19,2014-07-22,满五年,460万元,杨思前滩
乐活居,普陀,1室1厅1厨1卫,低楼层 (共27层),58.7㎡,塔楼,南,精装,五梯十一户,2019-12-19,2015-07-08,满两年,570万元,长寿路
慧华苑,宝山,3室2厅1厨1卫,低楼层 (共6层),101.49㎡,板楼,南,毛坯,一梯两户,2019-12-18,2010-04-19,满五年,405万元,上大
由由一村,浦东,2室1厅1厨1卫,中楼层 (共6层),66.43㎡,板楼,南,简装,一梯两户,2019-12-18,2009-09-04,满五年,350万元,北蔡
寿一小区,浦东,2室1厅1厨1卫,低楼层 (共6层),73.17㎡,板楼,南,精装,一梯四户,2019-12-18,2009-06-07,满五年,329万元,金桥
金地艺境(宝山),宝山,3室2厅1厨1卫,低楼层 (共33层),92.23㎡,板楼,南 北,精装,两梯四户,2019-12-18,2013-08-09,满五年,388万元,上大
棕榈苑,浦东,2室2厅1厨1卫,中楼层 (共12层),84㎡,塔楼,南 北,精装,两梯八户,2019-12-17,2010-10-31,满五年,436万元,三林
绿城上海御园,浦东,3室2厅1厨1卫,高楼层 (共16层),100㎡,板楼,南,精装,两梯四户,2019-12-16,2016-12-10,满两年,858万元,金桥
天馨花园(公寓),宝山,2室1厅1厨1卫,高楼层 (共6层),74.93㎡,板楼,南,精装,一梯两户,2019-12-16,2009-05-16,满五年,279万元,杨行
阳光城新界,嘉定,2室2厅1厨1卫,低楼层 (共27层),80.81㎡,板楼,南 北,精装,十二梯三户,2019-12-15,2016-07-29,满两年,313万元,嘉定新城
嘉城雅颂湾,嘉定,2室1厅1厨1卫,中楼层 (共5层),93.3㎡,板楼,南,精装,一梯两户,2019-12-15,2014-11-22,满五年,370万元,江桥
万源新城北区,闵行,1室1厅1厨1卫,高楼层 (共11层),61.34㎡,板楼,南,精装,一梯四户,2019-12-15,2015-11-10,满两年,420万元,金虹桥
浦江坤庭—翠御,闵行,3室2厅1厨1卫,高楼层 (共12层),137㎡,板楼,南 北,精装,一梯两户,2019-12-15,2015-06-27,满两年,750万元,浦江
大华公园世家康华苑,宝山,2室2厅1厨1卫,中楼层 (共6层),85.79㎡,板楼,南,简装,一梯两户,2019-12-15,2003-03-31,满五年,463万元,大华
嘉宝紫提湾(公寓),嘉定,2室2厅1厨1卫,低楼层 (共18层),78.57㎡,板楼,南,精装,两梯三户,2019-12-14,2016-01-15,满两年,280万元,嘉定新城
南新东园,浦东,2室2厅1厨1卫,高楼层 (共14层),86.95㎡,板楼,南,简装,一梯两户,2019-12-14,2016-12-12,满两年,377万元,外高桥
三门路510弄,杨浦,1室1厅1厨1卫,中楼层 (共7层),51.1㎡,板楼,南,简装,一梯五户,2019-12-14,2013-02-19,满五年,237万元,五角场
宝安新苑,闵行,2室2厅1厨1卫,高楼层 (共6层),98.17㎡,板楼,南,精装,一梯两户,2019-12-14,2005-04-29,满五年,475万元,莘庄
桃园小区(嘉定),嘉定,2室1厅1厨1卫,高楼层 (共6层),63.09㎡,板楼,南 北,简装,一梯三户,2019-12-13,2016-11-05,满两年,170万元,嘉定老城
美兰湖岭域,宝山,3室2厅1厨1卫,中楼层 (共6层),92.06㎡,板楼,南 北,简装,一梯两户,2019-12-13,2009-10-24,满五年,358万元,罗店
朗诗未来街区,奉贤,3室2厅1厨1卫,中楼层 (共5层),77㎡,板楼,南,精装,一梯两户,2019-12-13,2017-02-08,满两年,235万元,奉贤金汇
中远两湾城,普陀,3室2厅0厨2卫,中楼层 (共34层),126.9㎡,板楼,南,简装,两梯四户,2019-12-12,2003-12-30,满五年,895万元,中远两湾城
城中花园,浦东,2室2厅1厨1卫,中楼层 (共16层),103.57㎡,板楼,南,精装,两梯三户,2019-08-18,2014-02-19,满五年,400万元,康桥
香梅花园(二期),浦东,3室2厅1厨2卫,中楼层 (共18层),159.74㎡,板楼,南,精装,一梯两户,2019-07-28,2004-04-28,满五年,1245万元,杨东
松云水苑(公寓),松江,3室2厅1厨2卫,高楼层 (共24层),138.91㎡,板楼,南 北,精装,两梯三户,2019-07-06,2010-07-20,满五年,403万元,松江大学城
瑞虹新城二期(优贤生活),虹口,2室2厅1厨1卫,高楼层 (共37层),94.38㎡,板楼,南,简装,两梯三户,2019-06-24,2006-07-01,满五年,860万元,临平路
新悦坊,静安,1室1厅1厨1卫,低楼层 (共18层),52.95㎡,板楼,南,毛坯,两梯五户,2019-07-04,2015-08-27,满两年,253万元,永和
盘古天地,嘉定,3室2厅1厨2卫,高楼层 (共27层),105.8㎡,板楼,南,毛坯,两梯五户,2019-05-18,2012-12-13,满五年,405万元,嘉定新城
梅陇二村,闵行,3室1厅1厨1卫,高楼层 (共6层),73.16㎡,板楼,南 北,精装,一梯四户,2019-04-10,2011-09-19,满五年,312万元,梅陇
鹏丰苑,浦东,1室1厅1厨1卫,低楼层 (共16层),60.89㎡,板楼,南,简装,两梯三户,2019-03-23,2016-09-01,满两年,313万元,北蔡
绿地香颂(奉贤)(公寓),奉贤,2室1厅1厨1卫,中楼层 (共8层),62.04㎡,板楼,南,精装,两梯十二户,2018-12-31,2014-03-24,满五年,100万元,海湾
淡水湾花园,黄浦,2室1厅1厨2卫,高楼层 (共29层),121.87㎡,板楼,东南 南 西南,精装,两梯三户,2018-10-17,2007-07-30,满五年,1458万元,新天地
宝华现代城,静安,3室2厅1厨2卫,低楼层 (共28层),137.94㎡,板楼,南 北,精装,两梯两户,2019-09-02,2008-06-09,满五年,1260万元,大宁
上海滩花园洋房,浦东,3室2厅1厨3卫,中楼层 (共6层),199.77㎡,板楼,南 北,精装,一梯两户,2019-08-30,2007-10-12,满五年,1750万元,梅园
大宅风范城,嘉定,3室2厅1厨2卫,低楼层 (共13层),122.01㎡,板楼,南 北,简装,一梯两户,2019-08-27,2015-02-28,满两年,500万元,江桥
大上海国际花园七区,闵行,3室2厅1厨2卫,中楼层 (共6层),116.19㎡,板楼,南,精装,一梯两户,2019-08-25,2014-02-15,满五年,685万元,静安新城
大华锦绣华城(十六街区)(公寓),浦东,3室2厅1厨2卫,高楼层 (共11层),148.42㎡,板楼,南,精装,一梯两户,2019-08-18,2010-10-27,满五年,1142万元,北蔡
阳光前景,虹口,2室2厅1厨1卫,中楼层 (共33层),104.52㎡,板楼,南,简装,两梯三户,2019-08-14,2003-08-06,满五年,788万元,北外滩
仁恒森兰雅苑(二期),浦东,5室3厅1厨3卫,高楼层 (共17层),281.24㎡,板楼,南,精装,一梯两户,2019-07-31,2016-06-17,满两年,1900万元,金桥
佳虹小区,浦东,2室1厅1厨1卫,中楼层 (共6层),65.56㎡,板楼,南,简装,一梯三户,2019-07-21,2015-01-08,满五年,275万元,金桥
汇豪天下,浦东,3室2厅1厨2卫,低楼层 (共32层),143.63㎡,板楼,南,精装,两梯四户,2019-06-15,2009-06-03,满五年,1330万元,陆家嘴
新湖明珠城,普陀,3室2厅1厨1卫,低楼层 (共16层),126.58㎡,板楼,东南,精装,两梯两户,2019-03-06,2009-03-10,满五年,920万元,武宁
绿川小区,浦东,2室1厅1厨1卫,高楼层 (共6层),66.04㎡,板楼,南,简装,一梯两户,2018-12-24,2012-12-27,满五年,270万元,北蔡
唐山新苑,虹口,2室1厅1厨1卫,高楼层 (共18层),88.05㎡,塔楼,南,精装,两梯九户,2018-07-19,1999-06-30,满五年,580万元,北外滩
航华三村三街坊,闵行,2室0厅1厨1卫,中楼层 (共6层),49.8㎡,板楼,南 北,毛坯,一梯三户,2020-01-07,暂无数据,暂无数据,215万元,航华
管弄三街坊,普陀,2室1厅1厨1卫,低楼层 (共6层),57.5㎡,板楼,南,精装,一梯四户,2020-01-07,暂无数据,暂无数据,325万元,光新
沧源小区,闵行,2室1厅1厨1卫,高楼层 (共6层),59.58㎡,板楼,南 北,简装,一梯两户,2020-01-04,暂无数据,暂无数据,218万元,老闵行
朱家门小区,浦东,2室1厅1厨1卫,低楼层 (共6层),50.54㎡,板楼,南,简装,一梯四户,2019-12-24,2016-06-30,满两年,225万元,金桥
天鼎花园,静安,1室1厅1厨1卫,低楼层 (共24层),76.09㎡,板楼,南,精装,两梯五户,2019-12-21,2016-04-14,满两年,635万元,江宁路
思凡花苑二街坊,浦东,2室1厅1厨1卫,高楼层 (共6层),74.24㎡,板楼,南,简装,一梯两户,2019-12-21,2003-08-05,满五年,175万元,川沙
东二小区,浦东,2室1厅1厨1卫,中楼层 (共6层),61.04㎡,板楼,南,简装,一梯四户,2019-12-21,2004-05-27,满五年,268万元,金桥
